content
"<START> Et si la personne qui te coupe les cheveux a sa propre notion de ""mettez-vous à l'aise dans mon salon de coiffure"" on va CHEZAU coiffeur ? <END>"
"<START> Oh, comme je vois pas mal de lecteur-rice-s, je me demande si vous connaisseriez pas des librairies qui embauchent sur Lyon ou région Lyonnaise. Ma chérie en a un peu marre d'enchaîner les CDD chez Decitre (qui finiront par ne plus s'enchaîner une fois la limite légale atteinte). <END>"
"<START> Visiblement c'est bien compliqué aussi ! <END>"
<START> Merci pour elle ! <END>
"<START> de l'or ? <END>"
"<START> MAIS WHAT? de l'or ? C'est donc ça le secret de Nicolas Flamel? <END>"
<START> hostux.social en 1.5.1 > Pas de lien non plus <END>
<START> Mangez 5 métaux de transition par jour ! <END>
"<START> (Au fait, ton truc alcoolisé à l'or, où est-ce que je peux en avoir? C'est pour un ami.) <END>"
"<START> Et tu préfères ça, où qu'ils sachent tout ce que tu fais quand ils sont pas là <END>"
"<START> ça se passe comment ? c'est pour un ami... <END>"
"<START> Hello la mastosphère (ça existe? Non ? Ben maintenant oui.) ! <NL> J'ai méga plein de questions pour réussir mon choix de FAI pour mon prochain logement. Notamment est-ce possible de ne payer QUE pour internet ? Même avec la fibre ? Quels sont les différences de raccordements fibres et ce que ça change ? Y'a des FAI qui autorisent les routeurs à nous ? Y a t-il des déclarations à faire / à refuser au moment du contrat avec le FAI ? Si vous avez des bouts de réponses, liens utiles... Je vous aime. <END>"
"<START> Bonjour, Welcome ! <END>"
"<START> Allez, un peu de hors contexte <NL> (source ) <END>"
"<START> Poll: Should I... <NL> ⭕ Eat now (7pm), work after (till late) <NL> ⭕ Work now, eat later (hunger affecting my work) <NL> Thanks for your answer this is for a very important study <END>"
<START> RIP <END>
"<START> I wanted to say no, but then I realized it was just because I couldn't let this question unanswered. So I'd say yes. <END>"
"<START> Do you think I'm funny ? (Yes / Yes) <END>"
"<START> Is your hair actually blue ? (BOOM, QUESTION) <END>"
<START> Blue hair fits to anyone. Idk why. <END>
<START> undefined <END>
"<START> Would you mind providing a summary of Q&A ? 'Cause it's all over everyone timelines now <END>"
"<START> Is this an answer ? (wow I'm totally reacting to any of your posts rn. sorry) <END>"
"<START> Still, I need to work <END>"
<START>  <END>
"<START> Parce que c'est mainstream de sortir un bleu ou un rouge ou un vert ou un jaune, et que pourtant le orange c'est cool. Les gens cools ont le droit aussi au orange. <END>"
<START> Told you! Blue hair always fits perfectly <END>
"<START> And this is the reason I'm giving up on my work and coming back to Q&A <END>"
"<START> Well, I'll try: <NL> WHY <END>"
<START> Is the dress balck and blue or white and gold ? <END>
"<START> I'm such a karp. I can't even. <END>"
<START> .org dsl <END>
<START> Welcome :) <END>
"<START> mais mais... C'est Lyon ? <END>"
"<START> bravo! Je vois qu'on ne manque pas de goût finalement ! <NL> <END>"
<START> mea culpa. Cette unique source certainement pas douteuse est une preuve irréfutable <END>
"<START> maybe maybe maybe maybe maybe maybe maybe maybe maybe maybe maybe (wanted to toot this separately to make the joke funnier, but was definitely risking to be muted) <END>"
<START>  <END>
"<START> Un exercice qui travaille vraiment les abdos mais qui évite de forcer avec son dos (nécessite de se suspendre): Suspendu, lever les genoux jusqu'à j'horizontale (jambes pliées). Baisser les genoux. repeat. Suffer. <END>"
<START> en vidéo (suggestion de présentation. abdo not included) <END>
<START> Tu comptes le pain mangé par divers volatiles ou rampants ? <END>
"<START> .town Je suis pas certain de bien comprendre ta demande, mais il me semble que Signal (appli android + iOS) permet de faire appel + messagerie, et supporte les messages de groupe <END>"
"<START> .town Si c'est ce que tu cherches, alors je confirme: j'utilise Signal, et ça marche bien (et comme ça remplace ton appli sms/mms par défaut si tu le souhaites, c'est comme si rien n'avait changé) <END>"
<START> Decline a potential job offer as an Engineer at Amazon Echo (Alexa device) : Done. Reward: Ego boost +10000 <END>
"<START> Think about it: <NL> - Needles: Once <NL> - Tattoo: Forever <NL> -> Suffer only once, enjoy the rest of your life ( bonus if you faint: you will not feel the needles) <END>"
"<START> I'm more ""Working software over comprehensive documentation"", except I don't do the ""working software"" part <END>"
"<START> mon dieu mais non! Non c'est génial dsl <END>"
<START> On en reparle à la fin du bouquin alors! (si tu le finis) <END>
"<START> duh ! J'attends le tram -> une fille passe, habillée d'un truc en satin -> réflexe: je lance mastodon. C'est ta faute. <END>"
"<START> Thé à l'amiante ème <END>"
"<START> pic or didn""t happen <END>"
"<START> here's a splash, as a reward for being honnest. I like how you are now part of the nature (aren't we all?). <NL> * magestic splash * <END>"
"<START> ""Vous serez payé comme de la merde, mais aussi longtemps que vous voudrez"" <END>"
"<START> l'égout et les couleuvres <END>"
"<START> I'm flying to India next friday, and I'm *not* ready. <END>"
<START> * giggly splash * <END>
"<START> .xyz Est-ce que c'est gratuit pare qu'on te donne toutes nos donénes parsonnelles ? <NL> Es-tu bleu ? Es-tu un GA*F*AM ? <END>"
"<START> Congrats ! Quel domaine ? (à moins que tu sois du genre: c'est derrière moi, je n'en parle plus jamais) <END>"
<START> Are you one of those reading-in-the-bath people ? But How ? <END>
<START> .xyz <NL> source: ) <END>
<START> Are you using your phone in your bath ? HOW ? I would drown it just by thinking about it. <END>
"<START> C'est pour des études de socio ? de langues? <END>"
<START> seems a lot of effort for tooting to a fictional fish-inspired character on a micro-blogging website <END>
"<START> (Wake me up), wake me up inside (I can't wake up), <NL> Wake me up inside <NL> Thank me later <END>"
"<START> well hello! You're just in time to help me not to work <END>"
<START> or worst. Choice is yours. <END>
<START> Is it what people say about you ? <END>
<START> The real question is: Which class was it ? <END>
"<START> I don't know why it's the first thing I felt the urge to know <END>"
"<START> size doesn't matter <END>"
<START> <NL> * Food <NL> * Food <END>
<START> my left hand still slightly smells garlic. I used garlic 3 days ago. <END>
"<START> C'est un lapin ? <END>"
"<START> C'est pas son métier de prendre des rdv ? <END>"
"<START> Je suis hors contexte, d'un point de vue du coup plutôt objectif et basé uniquement sur la logique, ces propos ont du sens. +1 <END>"
<START> les hippinautes ? les antigafamistes? les web-libertistes? <END>
"<START> I'm judging you, where's my sassy mom meme ? <END>"
"<START> well, this is definitely a turn-off <END>"
"<START> ah, you mean that kind of Foreigner. <END>"
"<START> I was just ""Waiting for a girl like you"" <END>"
<START> Are you TNT ? <END>
"<START> Did you just say ""Magikarp, I CHOOSE YOU!"" <END>"
<START> Part of the family ? <END>
<START> Will you not marry my ? <END>
"<START> oh damn, typo made this joke even funnier <END>"
"<START> Sorry, didn't read. <END>"
"<START> can't raise them, I'm too busy splashin' around <END>"
"<START> J'ai un ami qui a développé une plateforme qui, si j'ai bien compris, sert un peu à ça <NL> <END>"
"<START> Si tu peux prendre un peu de temps après pour me faire un retour ! Je pourrais lui transmettre, ça lui sera super utile (ce que tu comprends / comprends pas, apprécies / apprécies pas, etc.) <END>"
<START> teavfefe <END>
"<START> What if I'm Hufflepuff ? <END>"
<START> Better validate the transaction with blockchain and miners <END>
<START> We definitely need a comic about this <END>
"<START> I love you, this is pure genius pls write the next Harry Potter thx <END>"
<START> Happy Birthday (?) ! <END>
"<START> Sorry I'm late ! <END>"
<START> NOOOOON <END>
"<START> LAAAAY SIRENES DU PORT D'ALAYYYYYKSANDRIIII <END>"
"<START> le but était seulement de me venger. A n'improte quel prix. <END>"
<START> Mine would be like 494498 horse power <END>
"<START> Du coup mon pote m'expliquais (une deuxième fois) qu'il avait annoncé qu'il était motivé pour venir un vendredi. <NL> le mec redit: ""Je dis: 'vendredi ça me dit'"" <NL> Mercredi, jeudi, vendredi samedi <END>"
<START> void collectLikesByTrollingJavaDevelopementLanguageAndMockingMethodsNamesThatAreTooLong(); <END>
<START> Ew english. I hate you. <END>
<START> backtoot <END>
<START> <NL> <NL> noot toot <END>
"<START> Just found out that Google (reverse) geocoding API does not work (at all) for territories with disputed recognition. It makes me feel unconfortable, somehow. <END>"
<START>  <END>
"<START> le sage n'oublie pas de verrouiller son laptop. L'âne si. <END>"
<START> you mean Satan* ? <END>
<START> which breed ? pls mp I have money 🕵 <END>
"<START> the fanciest. I can pay. It's for a friend. <END>"
"<START> What's the difference with regular boobs (if regular boobs exist, I'm not an expert) ? Is it organic ? <END>"
"<START> Oh I see, I'll take one first, I come back to you later if I need some more. Thanks for the advice btw. You are a true boob expert <END>"
<START> lewd <END>
<START> JE NE SUIS PAS UN ROBOT <END>
<START> JE NE SUIS PAS UN ROBOT <NL> RECAPTCHA ME COLLE A LA PEAU <END>
"<START> ça serait pire si elle faisait la taille d'une balle de ping pong <END>"
"<START> Tu dis ça comme si tu voulais que ça t'arrive 🤔 <END>"
"<START> I never shower, sorry. <END>"
<START> 🏓 🏓 🏓 🏓 🏓 <END>
<START> Why ? <END>
<START> In programming or visual basic ? <END>
"<START> I think there are other 'easy to learn' programming language, I'd say e.g. python. But this is personal opinion, I know a lot would disagree with that. Programming languages are like regular languages: some are easy to learn for some people, hard for others, be your mother tongue or not, etc. Visual Basic might be a good choice just to learn programming, but then you are likely to switch to something else quickly to start doing 'real things'. JUST MY OPINION(pls don't judge anyone) <END>"
"<START> anyways, I hope you have fun with programming. Feel free to ask for some help, Visual Basic or anything else :) <END>"
<START> 🎂 <END>
"<START> Please don""t <END>"
<START> studieux <NL> 50 nuances de craie. <END>
<START> no <END>
<START> more like Rick and Noob-Noob <END>
"<START> ""what we should be concentrating our efforts on is making the holes in the net smaller [...] instead of making a bigger net"" <NL> <END>"
<START>  <END>
<START>  <END>
"<START> Oui (pour une fois que je comprends un film) :) <NL> Faut penser ""métaphore en mode fable mais crade"" <END>"
"<START> Etant donné que tout ce qui relève du bizarre dans ce film est issus du même principe de départ: Les enfants n'ont rien experimentés par eux-même et ne voient que ce que leur ont montré leurs parents, je vois ici un satyre de l'éducation, au sens transmission des tradition et/ou surprotection. Peut-être aussi juste de ""on éduque nos enfants en nous basant ce que nous dit la société"" <NL> 'fin c'est comme ça que je l'ai vécu (outre le malaise constant) <END>"
<START> Yeah! Welcome ! <END>
<START> makes a WHAT? SPEAK LOUDER PLS <END>
"<START> Et si tu n'as pas encore vu The Lobster, du même réal, je te le conseille. C'est dans le même genre de fable perchée dans un monde presque comme le notre. <END>"
"<START> Yeah, congrats for your new(?) position <END>"
<START> *third wheeler intensifies* <END>
<START> ah <END>
"<START> c'est grave cool <END>"
<START> no <END>
"<START> What's the point ? Squirrels will rule earth anyway <END>"
<START> +1 <END>
<START> I had to cancel my flight. Thanks. <END>
<START> what timezone are you in ? (good morning btw) <END>
"<START> oh I see, not as far as I thought. I'm a bit disappointed. <END>"
"<START> I dunno. Like I thought I was talking to someone far away, living a life I wouldn't imagine living myself. Stuff like that. <END>"
"<START> Homer d'alors. <END>"
<START> ASS <NL> Asynchronous <NL> Serialized <NL> System <END>
"<START> Does anybody here know a WiFi 'smart button' like Amazon Dash Button, to perform http requests ? Or should I make one by myself ? I really need something to warn my roomates when there is no toilet paper left. <END>"
"<START> *follow* <NL> 5 followers de perdus, au moins 1 de retrouvé <END>"
<START> On dit jinx sur witches.town ? <END>
"<START> Just imagine having this green gem above your head, then you'll be just fine <END>"
<START> Yes ! Mais je donne son nom sans avoir demandé ni son accord ni son avis. Il est intervenu pour un module AI pendant ma formation: Jean-Sylvain Boige <NL> <END>
<START> I built my mouses tiny hice. <END>
"<START> what's a nouse? <END>"
<START> Cow quinou <NL> Cow lègueDeBoulot <NL> Cow Corico <END>
<START> are those ~friends~ really worth worrying? <END>
"<START> :pokeball: cutest gastly I've seen <END>"
<START> Watcha mean ? <END>
"<START> I wouldn't eat it anyway <END>"
"<START> c'était quel cours ? <END>"
<START> Du coup tu y es ou pas ? :p <END>
<START> I dream of code. <END>
"<START> to be specific: 95% I can't remember my dreams, 2.5% code, 2.5% sex. <END>"
"<START> oh, and please don""t dream about killing me. I want to live. I'll become a Gyarados someday. <END>"
<START> <NL> Magieot has seen some sh*t <END>
"<START> she protecc, she attacc, but most importantly she attacc. <END>"
<START> Anything-lasagna sounds good at anytime <END>
<START> Ils couchent ensemble <END>
"<START> visiblement tu ne fais pas partie de ces gens qui ont un calendrier ""Le Slip Français"" chez eux 😏 <NL> Niveau érotisation du gars relax en sous-vêtements, c'est pas mal <END>"
<START> bon anniversaire.. <END>
"<START> L'aspirateur... J'ai oublié de l'éteindre ! <END>"
<START> la première option est la plus passive-agressive. Je vote 1. <END>
<START> on déroule les câbles ! <END>
"<START> C'est une conspiration. Ils nous menthe. <END>"
"<START> J'ai pas pour habitude de prendre en exemple des GAFAMs, mais avec leurs moyens, comment ça se fait qu'ils sont pas tous full windows (même le M de GAFAM) ? <END>"
"<START> Oui justement... Les plus grosses boîtes ont des moyens colossaux et un niveau technique avancé et pourtant y'a du Linux partout :) <NL> (GAFAM = Google Apple Facebook Amazon Microsoft) <END>"
"<START> OUi c'est exactement ça. Chez Google y'a du Linux. Pourtant si Windows c'était vraiment mieux, ils auraient les moyens d'avoir que du Windows. Donc Linux c'est pas juste gratuit, c'est surtout bien en soi. CQFD <END>"
"<START> Had a nightmare about code last night. Could'nt help but think of your murder dreams. <END>"
"<START> Was realizing the bug I fixed a few days ago wasn't fixed at all on IE11. <END>"
<START> Tu pourras balancer ça au visage de tes collègues fermé.e.s <END>
"<START> I feel like I've got to check if it was a dream or not. <END>"
<START> Update: bug has been fixed IRL <END>
<START> tits <END>
"<START> c'est toujours comme ça que ça se passe ;) <END>"
"<START> I choose ""wisely"", as requested <END>"
<START> 📦 😘 *bisous en boîte* <END>
"<START> Parcequ'ils avaient déjà passé l'aspirateur et révisé leur partition de trompette <END>"
"<START> Dans ce cas c'est seulement que tes voisins maîtrisent l'art de la vengeance <END>"
"<START> You might like p*rn, but sometime, you may need the Real:D <END>"
"<START> It's sometimes a thin line. But yeah, I get what you mean. * compliments your ass * <END>"
"<START> Yeah maybe. But seeing boobs doesn't make me feel the urge to send shit to someone. We fix that by educating people, not getting dressed. But it takes time. <END>"
"<START> One may have seen breasts, but one have never seen too many breasts. <NL> - Me, 2017 <END>"
<START> Quel genre de voisin as-tu? <END>
<START> :q! <END>
<START> Did it my whole childhood (France) <END>
<START> Encore un qui a une dent contre les dentistes <END>
<START> Current status: coding listening to best of Jaco Pastorius <END>
<START> 2 crash bandicoot sex jokes pls <END>
"<START> I should boost this toot, it's way better without any context <END>"
"<START> her,e have a dog 🐶 <END>"
<START> of course <END>
"<START> boring captain here, (badly) translated from french definition: communism is a form of social organization without class, state or money, and where assets/material goods are shared. Am i wrong to say it doesn't involve genocide in its primary form ? <END>"
<START> The only difference is that jazz people enjoy elevators <END>
"<START> Yeah I know :) (that's why I came with my boring captain label) <NL> But idk, I just see a lot of people talking about communism in a way I don't picture it, so I needed to be sure it wasn't me. Sure, communism has a tough past, but technically speeking, it's not what people think it is. Sorry about that toot. Should have been somewhere else x) <END>"
<START> sudo ln -s ce_vin mon_sang <END>
<START> bueno <END>
<START> ah <END>
<START> Ah bueno. <END>
<START> Bueno ah <END>
<START> Faux <END>
<START> * friendly support in its more pure form* <END>
<START> grammar mistakes included <END>
<START> Acheter ce lave-linge était une erreur <END>
"<START> type 'vim' in a command prompt <END>"
"<START> yay, welcome to you and your boner <END>"
"<START> un ptit boost pour sortir les choses de leur contexte <NL> You're welcome <END>"
"<START> I don't know what it is but I like it <END>"
"<START> I don't know you, but I want to keep reading from you as much as others here. <END>"
<START> WAKE UP oqf iozafhoz fzep MAKE UP sdfpoqsfjdsfo TABLE <END>
"<START> C'est là où ils font du bon Mental et du Nain sectaire? ème fromager <END>"
<START>  <END>
<START> .org Balance donc un extrait des trames que tu as capturé (je suppose) <END>
<START> welcome ! <END>
<START> .org Je vote pour entorse <END>
"<START> Just sent a raging email to a website I just created an account on. There is my username/id, my password and a link to the website in their confirmation email. <END>"
<START> du coup j ai ressorti mon bépo <END>
"<START> est ce que tu peux répondre à ""es tu déçu d avoir payé ta place "" ? <END>"
<START> med is mooh: when eating cows can cure you <END>
<START> :pokeball: 🐟 pour moi ça fonctionne avec une combinaison :) <END>
<START> LA MUSIQUE DANS LA PEAU <END>
<START> parenthèse <END>
"<START> il me semble que parce symboliquement, mettre le féminin entre parenthèses c'est pas si inclusif <END>"
<START> pourquoi ? <END>
"<START> il y a des gens pour qui symboliquement ça change qqc. Du coup si c'est pareil pour toi de mettre des parenthèses ou un point: un point fera l'affaire pour tout le monde :) <END>"
<START> choisis aléatoirement parmi un panel représentatif de tous les emoticons <END>
"<START> perso je vois pas la différence avec les parenthèses, si ce n'est qu'il n'y a qu'un seul caractère au lieu de deux pour «entraver» la lecture... <END>"
<START> .org kill -9 🤠 🔫 <END>
"<START> .org ça veut dire que si t'es un cowboy, un vrai, tu kill comme cowboy <END>"
"<START> .org kill -9 <pid> <NL> 9 = KILL (non-catchable, non-ignorable kill) <END>"
<START> ☕ <END>
<START> yay welcome! <END>
"<START> type something interesting or funny, click on the big button ;) <END>"
<START> Mastodon As A Service <END>
<START> Games Boy Colour <END>
"<START> une salade avec le président ! Ah merde c'est pas un jeu où il faut répondre n'importe quoi ? <END>"
<START> When you encounter mysterious people from great chinese descent <END>
<START> tinder but for code snippets <END>
"<START> on veut l'histoire ! <END>"
<START> dur comme ? <END>
<START> MER-CI <END>
<START> Hello ! 🎃 <END>
<START> 👻 Yes et toi ? 👻 <END>
<START> Yay! <END>
"<START> I just started watching it. I can only agree, he is GOOD. <END>"
"<START> Does something like a «donations management tool» exist ? Is there a platform I can use to donate, let's say 20, and then use it to tune how much of these 20 I wish to donate to organization A or organization B ? If it doesn't, what do you (yes, you) think of this idea ? <END>"
<START> BONJOUR <END>
"<START> Yes, si je ne m'abuse c'est ce qui est vanté dans le régime Dukan (depuis radié de l'ordre des médecins). Donc je t'appuie sur ton warning: *ne pas se lancer dans un régime hyperprotéiné sans un suivi très serré par un•e spécialiste* <END>"
"<START> sur une note plus légère (mais ça aurait pu devenir vite grave) ma maman a essayé le régime hyperprotéiné, et elle s'est retrouvée à courir à 2h du matin pour «faire descendre» parce qu'elle arrivait plus à faire caca <END>"
<START> le sein qui aimait Le Mans <END>
<START> WAKE UP snuaetiur euaisre tuire uri MAKE UP <END>
<START> Sinon il y a des toots dans le futur avec <END>
<START> 🤔 <END>
<START> yes <END>
<START> not sure how to deal with that kind of code <END>
<START> * message gentil et réconfortant * <END>
<START> makes me feel like a useless piece of sh!t. <END>
"<START> idk. I didn't even *know* her, but I could have done something. Maybe it's just me being too empathetic again. <END>"
